Date,AAPL,GOOG,IBM,MSFT
2011-03-15,49.347141,282.939758,159.020004,25.389999
2011-03-16,47.144287,276.75,153.0,24.790001
2011-03-17,47.805714,278.866241,154.179993,24.780001000000002
2011-03-18,47.238571,278.71722400000004,155.889999,24.799999
2011-03-21,48.471428,286.387329,157.679993,25.33
2011-03-22,48.742859,286.794678,158.0,25.299999
2011-03-23,48.455715000000005,289.199036,159.529999,25.540001
2011-03-24,49.281428999999996,291.548767,160.03999299999998,25.809998999999998
2011-03-25,50.220001,287.996857,162.179993,25.620001000000002
2011-03-28,50.062859,285.821014,161.369995,25.41
2011-03-29,50.137142,288.98544300000003,162.880005,25.49
2011-03-30,49.804287,289.04007,163.600006,25.610001
2011-03-31,49.787144,291.484161,163.070007,25.389999
2011-04-01,49.222858,293.987885,164.270004,25.48
2011-04-04,48.741428000000006,291.941193,164.25,25.549999
2011-04-05,48.412857,282.706268,163.990005,25.780001000000002
2011-04-06,48.291428,285.234833,164.03999299999998,26.15
2011-04-07,48.297142,288.12600699999996,164.380005,26.200001
2011-04-08,47.865715,287.211975,164.050003,26.07
2011-04-11,47.257141,286.819519,163.949997,25.98
2011-04-12,47.485714,283.461365,163.25,25.639999
2011-04-13,48.018570000000004,286.278046,163.949997,25.629998999999998
2011-04-14,47.488571,287.385834,164.970001,25.42
2011-04-15,46.779999,263.635315,166.21000700000002,25.370001000000002
2011-04-18,47.407143,261.717773,165.940002,25.08
2011-04-19,48.265713,259.079926,165.399994,25.15
2011-04-20,48.915714,261.16635099999996,164.75,25.76
2011-04-21,50.099998,260.853394,168.279999,25.52
2011-04-25,50.43,260.828552,167.669998,25.610001
2011-04-26,50.060001,264.688446,168.490005,26.190001000000002
2011-04-27,50.021427,267.142487,170.369995,26.379998999999998
2011-04-28,49.535713,267.246826,170.779999,26.709999
2011-04-29,50.018570000000004,270.292023,170.580002,25.92
2011-05-02,49.468571000000004,267.539917,172.149994,25.66
2011-05-03,49.742859,265.22000099999997,172.869995,25.809998999999998
2011-05-04,49.938572,266.163849,170.619995,26.059998999999998
2011-05-05,49.535713,265.408783,168.46000700000002,25.790001
2011-05-06,49.522858,265.92044100000004,168.889999,25.870001000000002
2011-05-09,49.657143,267.102753,169.100006,25.83
2011-05-10,49.921428999999996,269.57666,170.380005,25.67
2011-05-11,49.604286,265.994965,169.5,25.360001
2011-05-12,49.509997999999996,265.796265,172.240005,25.32
